replace worn steering shaft universal joint,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,steering shaft universal joint,worn
cracked tank,PhysicalObject,tank,crack
leaking slew pump oil,PhysicalObject/ProtectingObject/WearProtectingObject,slew pump oil,leaking
auto-spray not functioning,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,auto-spray,not working
cracked braces,PhysicalObject,braces,cracks
fan pump bolt broken,PhysicalObject/HoldingObject/FasteningObject,fan pump bolt,broken
replace leaking transmission oil,PhysicalObject/ProtectingObject/WearProtectingObject,transmission oil,leaks
swing brake hose needs to be replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,needs replaced
drag roller bearing making noise,PhysicalObject/HoldingObject/JointingObject,drag roller bearing,noisy
hoist drag brake needs adjustment,PhysicalObject/RestrictingObject/MovementRestrictingObject,hoist drag brake,out of adjustment
replace gauges needed,PhysicalObject,gauges,requires replacing
replace unserviceable cabin air conditioner fan,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,cabin air conditioner fan,unserviceable
repair fault in generator,PhysicalObject/GeneratingObject/MechanicalToElectricalEnergyGeneratingObject,generator,fault
motor hose is blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,blown
bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
pin has no grease,PhysicalObject/HoldingObject/FasteningObject,pin,no grease
operator cabin air conditioner cover is cracking,PhysicalObject/CoveringObject/ClosureObject,operator cabin air conditioner cover,cracking
dragline air conditioner hose has air leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,dragline air conditioner hose,leak air
leak in grease,PhysicalObject/ProtectingObject/WearProtectingObject,grease,leak
hydraulic oil leaking from swing brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leak hydraulic oil
air conditioner cover in operator cabin cracking,PhysicalObject/CoveringObject/ClosureObject,operator cabin air conditioner cover,cracking
blown hose for axle oil cooler,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,axle oil cooler hose,blown
engine oil was found,PhysicalObject/ProtectingObject/WearProtectingObject,engine oil,found
leaking fuel from pump motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,pump motor hose,leaking fuel
inverter is earthing out,PhysicalObject/TransformingObject/ElectricEnergyConvertingObject,inverter,earthing out
replace belly plate bolt needed,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs replaced
carousel bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
replacing required for gauges,PhysicalObject,gauges,requires replacing
air conditioner hose in operator cabin blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,operator cabin air conditioner hose,blown
drag rope pump bolt needs a replacement,PhysicalObject/HoldingObject/FasteningObject,drag rope pump bolt,needs replacing
leaking operator cabin air conditioner accessory drive,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,operator cabin air conditioner accessory drive,leaking
cracked windscreen,PhysicalObject/ControllingObject/SpaceAccessObject,windscreen,crack
fuel tank has a crack,PhysicalObject,fuel tank,cracked
replace unserviceable hydraulic motor engine air conditioner,PhysicalObject/EmittingObject/ElectricCoolingObject,hydraulic motor engine air conditioner,unserviceable
engine pump bolt needs to be loctited,PhysicalObject/HoldingObject/FasteningObject,engine pump bolt,needs loctite
boom hose needs to be extended,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
adjust hoist drag brake,PhysicalObject/RestrictingObject/MovementRestrictingObject,hoist drag brake,out of adjustment
shaft universal joint unserviceable,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,shaft universal joint,unserviceable
smoke detector missing from cabin,PhysicalObject/HoldingObject/EnclosingObject,cabin,missing smoke detector
replace drag rope pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,needs replacing
pto not meshing,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,pto,not meshing
not working engine fan speed resistor,PhysicalObject/RestrictingObject/ElectricityRestrictingObject,engine fan speed resistor,not working
loctite needed for carousel bolt,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
condenser fan hose is leaking air,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,condenser fan hose,leaking air
repair cracks on headboard,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,cracks
operator cabin air conditioner warm,PhysicalObject/EmittingObject/ElectricCoolingObject,operator cabin air conditioner,warm
clevis pin out,PhysicalObject/HoldingObject/FasteningObject,clevis pin,out
frame found with oil,PhysicalObject,frame,found oil
air conditioner compressor is tripping out,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,operator cabin air conditioner compressor,tripping out
hoist brake filter is worn,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,hoist brake filter,worn
replace leaking radiator relief valves,PhysicalObject/ControllingObject/SealedFluidVaryingObject,radiator relief valves,leaking air
airhorn not working,PhysicalObject/PresentingObject/AcousticDevice,airhorn,not working
replace weeping swing pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing pump hose,weeping
control valve has fallen off,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,falling off
engine is leaking,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
dust leak from diverter valve,PhysicalObject/ControllingObject/SolidSubstanceFlowVaryingObject,diverter valve,leak dust
replace falling off control valve,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,falling off
replace hitch hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hitch hose,needs replacing
leak found in accumulator,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
differential is leaking oil,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,differential,leak oil
engine has leaks,PhysicalObject/DrivingObject/CombustionEngine,engine,leaks
cabin air conditioner thermostat found unserviceable,PhysicalObject/SensingObject/TemperatureSensingObject,cabin air conditioner thermostat,unserviceable
engine pump hose leaking,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,leaking
window has a crack,PhysicalObject,window,crack
repair noisy equalizer bar bearing,PhysicalObject/HoldingObject/JointingObject,equalizer bar bearing,noisy
replace not working compressor,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,compressor,not working
replace unserviceable controller filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,controller filter hose,unserviceable
no grease in mast raise cylinder pin,PhysicalObject/HoldingObject/FasteningObject,mast raise cylinder pin,no grease
steering pump hose requires replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,steering pump hose,needs replaced
fuse for air conditioner keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,operator cabin air conditioner fuse,keeps blowing
brake pump hose requires extending,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,needs extending
a-frame clevis pin shows no grease,PhysicalObject/HoldingObject/FasteningObject,a-frame clevis pin,no grease
radiator relief valves have leaking air,PhysicalObject/ControllingObject/SealedFluidVaryingObject,radiator relief valves,leaking air
no grease on clevis pin,PhysicalObject/HoldingObject/FasteningObject,clevis pin,no grease
cracks in bucket,PhysicalObject,bucket,cracks
pressure compensator is weeping,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
hydraulic motor engine air conditioner unserviceable,PhysicalObject/EmittingObject/ElectricCoolingObject,hydraulic motor engine air conditioner,unserviceable
crowd cylinder hose has hydraulic oil leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,crowd cylinder hose,leak hydraulic oil
cracks found on boom,PhysicalObject/HoldingObject/StructuralSupportingObject,boom,cracks
clean out required on slew pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew pump hose,needs clean out
brake filter hose has weeping,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,weeping
leak oil from wiper motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,wiper motor hose,leak oil
brake temperature error,PhysicalObject/RestrictingObject/MovementRestrictingObject,brake,temperature error
repair needed for engine air conditioner hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs repair
filter hose needs to fit,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,filter hose,needs fitting
earthing out inverter,PhysicalObject/TransformingObject/ElectricEnergyConvertingObject,inverter,earthing out
repair crack in boom foot,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
replace broken air conditioner compressor earth terminal,PhysicalObject/ControllingObject/ElectricEarthingObject,air conditioner compressor earth terminal,broken
extend boom hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,boom hose,needs extending
faults in air conditioner,PhysicalObject/EmittingObject/ElectricCoolingObject,air conditioner,faults
coolant pipe clamps require loctite,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
pto shaft universal joint is failed,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,pto shaft universal joint,failed
tyre found unserviceable,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,tyre,unserviceable
replace fan motor hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan motor hose,needs replacing
drag rope pump leaking fuel,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag rope pump,leaking fuel
drag roller needs to be changed out,PhysicalObject/HoldingObject/JointingObject,drag roller,need change out
failed pto shaft universal joint,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,pto shaft universal joint,failed
cabin door struts require replacing,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin door struts,require replacing
engine bay light needs replacing,PhysicalObject/EmittingObject/LightObject,engine bay light,needs replacing
leak found in drag motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag motor hoses,leaking
replace broken exhaust clamp,PhysicalObject/HoldingObject/PositioningObject,exhaust clamp,broken
operator cabin air conditioner fuse fault,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,operator cabin air conditioner fuse,fault
leak in brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leaking
headboard has a crack,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,crack
swing motor hose requires replacing,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing motor hose,needs replacing
engine fan speed resistor is not working,PhysicalObject/RestrictingObject/ElectricityRestrictingObject,engine fan speed resistor,not working
engine bay light requires replacing,PhysicalObject/EmittingObject/LightObject,engine bay light,needs replacing
boom foot clevis pin needs grease,PhysicalObject/HoldingObject/FasteningObject,boom foot clevis pin,no grease
parts washer pump pressure gauge is not working,PhysicalObject/PresentingObject/ScalarDisplay,parts washer pump pressure gauge,not working
bucket cylinder hose leaking issue,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,bucket cylinder hose,leaking
compressor is unserviceable,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,compressor,unserviceable
repair broken mirror,PhysicalObject/GuidingObject/LightGuidingObject,mirror,broken
fix brake temperature error,PhysicalObject/RestrictingObject/MovementRestrictingObject,brake,temperature error
swing brake hose needs replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,needs replaced
slew brake hose needs fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
swing motor rtd is wired incorrectly,PhysicalObject/SensingObject/ResistivitySensingObject,swing motor rtd,wired incorrectly
belly plate bolt needs loctite,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs loctite
engine pump oil has leak,PhysicalObject/ProtectingObject/WearProtectingObject,engine pump oil,leaking
carousel bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,carousel bolt,needs loctite
steering pin needs grease,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
slew pump oil has a leak,PhysicalObject/ProtectingObject/WearProtectingObject,slew pump oil,leaking
hoist drag brake out of adjustment,PhysicalObject/RestrictingObject/MovementRestrictingObject,hoist drag brake,out of adjustment
brake filter hose needs replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,needs replaced
change out needed for drag roller,PhysicalObject/HoldingObject/JointingObject,drag roller,need change out
walk motor brake hose needs repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake hose,needs repair
need clean out cooler fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
repair engine air conditioner hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs repair
head pulley shaft input seal is leaking,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
leaking air from shaft input seal,PhysicalObject/CoveringObject/InfillingObject,shaft input seal,leaking air
replace fitting on hmu hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hmu hose,needs fitting
leak in clevis pin grease,PhysicalObject/ProtectingObject/WearProtectingObject,clevis pin grease,leak
swing pump hose weeping,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing pump hose,weeping
shaft requires replacing,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,shaft,requires replacing
found in engine oil,PhysicalObject/ProtectingObject/WearProtectingObject,engine oil,found
engine fan hose needs extending,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine fan hose,needs extending
leak in air conditioner fan pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,air conditioner fan pump,leak
blown engine pump o-ring,PhysicalObject/CoveringObject/InfillingObject,engine pump o-ring,blown
door frame with hole,PhysicalObject/HoldingObject/FramingObject,door frame,hole
cabin mounts cracked,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin mounts,cracks
crack found in boom chord,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
belly plate bolt needs to be replaced,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs replaced
mirror found broken,PhysicalObject/GuidingObject/LightGuidingObject,mirror,broken
clevis pin grease is missing,PhysicalObject/ProtectingObject/WearProtectingObject,clevis pin grease,no
dragline air conditioner hose leaking air,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,dragline air conditioner hose,leak air
speedometer not operational,PhysicalObject/SensingObject/TimeRatingObject,speedometer,not working
broken handrail weld,PhysicalObject/CoveringObject/InfillingObject,handrail weld,broken
fuel leak from slew motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
swing brake hose leaking hydraulic oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leak hydraulic oil
fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,fuse,keep blowing
unserviceable control valve,PhysicalObject/ControllingObject/SealedFluidVaryingObject,control valve,unserviceable
fitting for engine oil cooler hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine oil cooler hose,needs fitting
engine pump hose requires repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
air leaking from shaft input seal,PhysicalObject/CoveringObject/InfillingObject,shaft input seal,leaking air
repair cracked cabin power point,PhysicalObject/InterfacingObject/LowVoltageConnectingObject,cabin power point,cracked
parts washer pump pressure gauge not working,PhysicalObject/PresentingObject/ScalarDisplay,parts washer pump pressure gauge,not working
cabin air conditioner fan is unserviceable,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,cabin air conditioner fan,unserviceable
pump chip sensor harness unserviceable,PhysicalObject/HoldingObject/StructuralSupportingObject,pump chip sensor harness,unserviceable
loctite needed for clamps,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
cross braces cracked,PhysicalObject/HoldingObject/ReinforcingObject,cross braces,cracks
worn steering shaft universal joint,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,steering shaft universal joint,worn
check engine mount movement,PhysicalObject/HoldingObject/StructuralSupportingObject,engine mount,movement
hydraulic motor engine oil cooler has coolant leak,PhysicalObject/EmittingObject/ThermalCoolingObject,hydraulic motor engine oil cooler,leak coolant
replace battery with dropped cell,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,battery,dropped cell
repair hole in door frame,PhysicalObject/HoldingObject/FramingObject,door frame,hole
loctite needed for coolant pipe clamps,PhysicalObject/HoldingObject/PositioningObject,coolant pipe clamps,needs loctite
starter fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,starter fuse,keeps blowing
replacing needed for auto-greaser door window,PhysicalObject/ControllingObject/SpaceAccessObject,auto-greaser door window,needs replacing
out clevis pin,PhysicalObject/HoldingObject/FasteningObject,clevis pin,out
replace blown air conditioner hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,operator cabin air conditioner hose,blown
leak in brake pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake pump hose,leak
cabin door struts need to be replaced,PhysicalObject/HoldingObject/StructuralSupportingObject,cabin door struts,require replacing
oil leaking from swing motor hoses,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing motor hoses,leaking oil
dogbone pin has no grease,PhysicalObject/HoldingObject/FasteningObject,dogbone pin,no grease
oil leak found on revolving frame,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
lighting requires tagging,PhysicalObject/EmittingObject/LightObject,lighting,requires tagging
need clean out controller filter hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,controller filter hose,needs clean out
replace leaking roof heater taps,PhysicalObject/ControllingObject/SealedFluidVaryingObject,roof heater taps,leaking
dogbone bolt requires replaced,PhysicalObject/HoldingObject/FasteningObject,dogbone bolt,needs replaced
tank leaking,PhysicalObject,tank,leak
slew brake hose requires fitting,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew brake hose,needs fitting
inverter keeps earthing out,PhysicalObject/TransformingObject/ElectricEnergyConvertingObject,inverter,earthing out
extend motor hose needed,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,needs extending
steering column has movement,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,steering column,movement
dragline air conditioner fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,dragline air conditioner fuse,keep blowing
transmission hose o-ring is blown,PhysicalObject/CoveringObject/InfillingObject,transmission hose o-ring,blown
air conditioner fuse keeps blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,operator cabin air conditioner fuse,keeps blowing
replace blown transmission hose o-ring,PhysicalObject/CoveringObject/InfillingObject,transmission hose o-ring,blown
generator is faulty,PhysicalObject/GeneratingObject/MechanicalToElectricalEnergyGeneratingObject,generator,fault
belly plate bolt needs replaced,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs replaced
fan hose needs a replacement,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
blown lights,PhysicalObject,lights,blown
replace leaking centrifuge filter,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
replace leaking accumulator,PhysicalObject/StoringObject/MechanicalEnergyStoringObject,accumulator,leak
revolving frame found oil leak,PhysicalObject/HoldingObject/StructuralSupportingObject,revolving frame,found oil
air leaking from dragline air conditioner hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,dragline air conditioner hose,leak air
transmission hose o-ring blown,PhysicalObject/CoveringObject/InfillingObject,transmission hose o-ring,blown
cracked exhaust shield,PhysicalObject/ProtectingObject/TemperatureProtectingObject,exhaust shield,cracked
steering control valve has fallen off,PhysicalObject/ControllingObject/SealedFluidVaryingObject,steering control valve,falling off
mast dust flap requires repair,PhysicalObject/ProtectingObject/EnvironmentProtectingObject,mast dust flap,needs repair
tank is cracked,PhysicalObject,tank,crack
condenser fan pump leaking coolant,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,condenser fan pump,leak coolant
roof heater hose needs clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,roof heater hose,needs clean out
parts washer pump hose requires repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,parts washer pump hose,needs repair
replace blower inverter batteries with no charge,PhysicalObject/GeneratingObject/ChemicalToElectricalEnergyGeneratingObject,blower inverter batteries,no charge
padding is worn,PhysicalObject/ProtectingObject/PreventiveProtectingObject,padding,worn
check movement in steering column,PhysicalObject/TransformingObject/MechanicalEnergyTransformingObject,steering column,movement
motor hose deemed unserviceable,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,unserviceable
walk motor brake hose needs to repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,walk motor brake hose,needs repair
coolant leaking from swing brake hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing brake hose,leaking coolant
noisy compressor bearing,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
replace drivers window fault,PhysicalObject/ControllingObject/SpaceAccessObject,drivers window,fault
centrifuge hose is blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,centrifuge hose,blown
walk motor brake sensor not reading,PhysicalObject/SensingObject,walk motor brake sensor,not reading
clean out needed for cooler fan hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
wiper fuse is blowing,PhysicalObject/ProtectingObject/OvercurrentProtectingObject,wiper fuse,keeps blowing
centrifuge filter has a leak,PhysicalObject/MatterProcessingObject/MechanicalSeparatingObject,centrifuge filter,leaking
cracks found in headboard,PhysicalObject/HoldingObject/StructuralSupportingObject,headboard,cracks
drag iov has a fault,PhysicalObject/PresentingObject/GraphicalDisplay,drag iov,fault
box coupling is unserviceable,PhysicalObject/InterfacingObject/NonDetachableCoupling,box coupling,unserviceable
swing pump hose has weeping issue,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,swing pump hose,weeping
apply loctite to clamps,PhysicalObject/HoldingObject/PositioningObject,clamps,needs loctite
replace transmission hose leaking oil,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,leak oil
compressor bearing making noise,PhysicalObject/HoldingObject/JointingObject,compressor bearing,noisy
cracked boom chord,PhysicalObject/HoldingObject/StructuralSupportingObject,boom chord,crack
replace leaking clevis pin grease,PhysicalObject/ProtectingObject/WearProtectingObject,clevis pin grease,leak
cracks in fire suppression mounts,PhysicalObject/HoldingObject/StructuralSupportingObject,fire suppression mounts,cracks
frame is found with oil,PhysicalObject,frame,found oil
repair faults in cooler pump lube system,PhysicalObject/ProtectingObject/WearProtectingObject,cooler pump lube system,faults
replace drag iov with fault,PhysicalObject/PresentingObject/GraphicalDisplay,drag iov,fault
thrust bearing oil was found,PhysicalObject/ProtectingObject/WearProtectingObject,thrust bearing oil,found
replace belly plate bolt,PhysicalObject/HoldingObject/FasteningObject,belly plate bolt,needs replaced
battery cover hinges are seized,PhysicalObject/HoldingObject/JointingObject,battery cover hinges,seized
drag iov fault found,PhysicalObject/PresentingObject/GraphicalDisplay,drag iov,fault
leak fuel from drag brake pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,drag brake pump,leak fuel
blown motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,blown
drag iov is faulty,PhysicalObject/PresentingObject/GraphicalDisplay,drag iov,fault
air tank safety valve leaking,PhysicalObject/ProtectingObject/PressureProtectingObject,air tank safety valve,leaking
adjust leaking steering pump drive,PhysicalObject/DrivingObject/ElectromagneticRotationalDrivingObject,steering pump drive,leaking
leak coolant from hoist motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hoist motor hose,leak coolant
replace cracked hydraulic pipe,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hydraulic pipe,cracked
pressure compensator weeping issue,PhysicalObject/ProtectingObject/PressureProtectingObject,pressure compensator,weeping
brake switches need to be cleaned,PhysicalObject/HumanInteractionObject/HandInteractionObject,brake switches,need cleaning
vims keypad light needs a clean out,PhysicalObject/EmittingObject/LightObject,vims keypad light,needs clean out
cooler hose has weeping,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler hose,weeping
jockey pulley bearing making noise,PhysicalObject/HoldingObject/JointingObject,jockey pulley bearing,noisy
repair needed for engine pump hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine pump hose,needs repair
fan hose needs replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,fan hose,needs replaced
oil leak from transmission hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,transmission hose,leak oil
shaft input seal is leaking air,PhysicalObject/CoveringObject/InfillingObject,shaft input seal,leaking air
replace broken window,PhysicalObject/ControllingObject/SpaceAccessObject,window,broken
drag rope pump hose has a leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,drag rope pump hose,leak
not reading walk motor brake sensor,PhysicalObject/SensingObject,walk motor brake sensor,not reading
hole in door frame,PhysicalObject/HoldingObject/FramingObject,door frame,hole
cracked blade liner,PhysicalObject/ProtectingObject/WearProtectingObject,blade liner,crack
brake filter hose is weeping,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,weeping
slew motor hose leaking fuel,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,slew motor hose,leak fuel
engine fan speed resistor failure,PhysicalObject/RestrictingObject/ElectricityRestrictingObject,engine fan speed resistor,not working
cooler fan hose needs clean out,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,cooler fan hose,needs clean out
pto pump hose has coolant leak,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,pto pump hose,leak coolant
replace broken swing pump,PhysicalObject/GeneratingObject/LiquidFlowGeneratingObject,swing pump,broken
replace unserviceable motor hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,motor hose,unserviceable
replacing needed for engine bay light,PhysicalObject/EmittingObject/LightObject,engine bay light,needs replacing
steering shaft universal joint found unserviceable,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,steering shaft universal joint,unserviceable
blown boom hose o-ring,PhysicalObject/CoveringObject/InfillingObject,boom hose o-ring,blown
replace leaking head pulley shaft input seal,PhysicalObject/CoveringObject/InfillingObject,head pulley shaft input seal,leaking
operator cabin air conditioner hose blown,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,operator cabin air conditioner hose,blown
repair hole in cabin door frame,PhysicalObject/HoldingObject/FramingObject,cabin door frame,hole
shaft universal joint found unserviceable,PhysicalObject/GuidingObject/MechanicalEnergyGuidingObject,shaft universal joint,unserviceable
extending needed for hmu hose,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,hmu hose,needs extending
brake filter hose requires replaced,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,brake filter hose,needs replaced
door frame has a hole,PhysicalObject/HoldingObject/FramingObject,door frame,hole
cracked boom foot,PhysicalObject/HoldingObject/StructuralSupportingObject,boom foot,crack
leak dust in diverter valve,PhysicalObject/ControllingObject/SolidSubstanceFlowVaryingObject,diverter valve,leak dust
gauges need replacing,PhysicalObject,gauges,requires replacing
engine air conditioner hose needs repair,PhysicalObject/GuidingObject/ClosedEnclosureGuidingObject,engine air conditioner hose,needs repair
thermostat found unserviceable,PhysicalObject/SensingObject/TemperatureSensingObject,thermostat,unserviceable
steering pin has no grease,PhysicalObject/HoldingObject/FasteningObject,steering pin,no grease
air conditioner compressor is not working,PhysicalObject/GeneratingObject/GaseousFlowGeneratingObject,air conditioner compressor,not working
replace airhorn not working,PhysicalObject/PresentingObject/AcousticDevice,airhorn,not working
crack in liner,PhysicalObject/ProtectingObject/WearProtectingObject,liner,crack
thrust bearing oil located,PhysicalObject/ProtectingObject/WearProtectingObject,thrust bearing oil,found
blown line,PhysicalObject,line,blown
bolt requires loctite,PhysicalObject/HoldingObject/FasteningObject,bolt,needs loctite
